title,text,subject,date
"WELL, DUH! Transgender Wins International Women’s Weightlifting Title","Just last month a transgender high school wrestler won wrestling the girls:BRITISH COLUMNIST KATIE HOPKINS Has BRUTAL Reaction To  Trans  H.S. Student Beating Girls In Wrestling Matches [VIDEO]NEW ZEALAND TRANSGENDER WINS WEIGHTLIFTING TITLE:Kiwi weightlifter Laurel Hubbard has dominated her first major competition, taking out the Australian International in Melbourne on a night she made history as the first transgender athlete to represent New Zealand.Hubbard, 39, won the women s over 90kg division at the Melbourne event, setting four unofficial national records in the process. Hubbard lifted a combined total of 268kg   19kg better than silver medallist Iuniarra Sipaia of Samoa.Australia s Kaitlyn Fassina claimed the bronze medal with 223kg.Read more: NZ Herald",left-news,"Mar 20, 2017"
[VIDEO] CARLY TAKES ON THE VIEW Hacks Only Days After Saying She Has A “Demented Face” And A “Halloween Mask”,"So, if the hosts on this show are just  comedians,  does that mean the low information voters who follow them will stop taking these hacks so seriously? Friday on ABC s  The View,  Republican presidential candidate and former CEO of Hewlett-Packard Carly Fiorina fought toe to toe with the co-hosts over their comments disparaging her face as demented  and a  Halloween Mask. After small talk, Whoopi Goldberg brought up the subject saying,  How about humor? I m going the bring it up because there are going to be lots of comics saying lots of things. I wondered, because we saw some of the that you were a little upset with us about a comic comment that was made. And so, how will you steel your skin? How will you get a thicker skin to accept some of the humorous things that will be said about you? Fiorina said,  Well, hey, if you meant your comment about my face being demented and a Halloween mask as humorous, so be it. I guess you misinterpreted Donald Trump s questions. I have a real thick skin. Joy Behar said,  I defended you against Donald Trump s comment. He s running for president of the United States and he was making a nasty comment about your looks. I took him on. On this show, but, we are comedians here. I make fun of Hillary s pantsuits. Hillary s husband s sex life. Rep. John Boehner s tan. Who else? I don t understand why any politician is exempt from my jokes. Here s the clip from Carly s awesome interview:Fiorina answered,  You know what, Joy. You know what, Joy? You can say whatever you want. You always have. You always will. I m not going to stop that. And don t worry, I have skin plenty thick enough to the take whatever people throw at me. I m making a different point. The different point is this. I think that there are real issues in this nation that we ought to be able to discuss in a fact-based, civil fashion. Michelle Collins said,  I want to add that the demented comment was a poor choice of words. It was responding to something you said during the debates. That people were telling you the smile more. To me, it felt like it was not your natural state of mind. It was not on your looks, it was on your expression. It felt like you were being told to smile more. I m wondering, is that difficult for you? Do you have people coaching you to act or be a different way? Will that help you win the election? Fiorina shot back,  First of all, I don t have people coaching me to act a different way or be a different way. There s a time to smile and a time to be serious. When you re talking about burying a child, it s not time to smile. There are serous issues facing the nation. Goldberg said,  We had you here. I thought we were pretty respectful. I have to tell you, having watched some of the press that you have garnered based on this fake feud with  The View,  I m a little taken aback. Because you kind of said that that somehow liberal women are that we re made uncomfortable by conservative women. We were not uncomfortable with you. Did you think we were uncomfortable with you when you were on? Fiorina said,  First of all, Whoopi. I enjoyed being on the show. The first time. and I m enjoying being on the show the second time. And I think  The View  garnered a lot of publicity over the feud as well. I think that s why we re on. Goldberg said,   We haven t put out any ads or anything. Fiorina said,  I haven t put out any ads either, Whoopi. Via: Breitbart News ",politics,"Nov 6, 2015"
 Bystander Uses Baseball Bat To Stop Man From Crushing Toddler’s Head ‘For God’ (VIDEO),"A two-year old girl is in critical condition after sustaining severe injuries at a Clark County, Washington hotel on Tuesday. If not for the actions of another hotel patron, however, she likely would be dead.Don Gilbert was in his own hotel room on Tuesday night when he says he heard a loud crash. Gilbert looked out the window and realized that the man in the room next door, Kyle Holder, had just thrown his small daughter through the hotel window.Gilbert saw Holder throw the two-year-old onto the ground and then step on her head.During an interview with KHOU, Gilbert described what happened next: I reached behind my door and grabbed my baseball bat and chased him onto the street. I hit him once in the back. He had the baby by the feet, took her to the curb and slammed her down. That s when I cracked him the in skull three or four times. He went on to say: He was just babbling about how God is coming for everyone and he has to get the evil out of the daughter. He kept coming every time I moved between him and the baby. He d charge me and I d swing the bat. Police arrived on the scene after someone called 911 to report a disturbance involving a man with a bat.According to Sgt. Fred Nieman of the Clark County Sheriff s Office, Holder was  out of control.  Officers tased him before taking him into custody.Holder was taken to a nearby hospital by ambulance. On the way to the hospital he reportedly said: I did not want to kill her, but I had to I knew I had to crush her head. He made a similar comment at the hospital, saying: I had to hold my daughter and crush her head so she could go up to the sky. According to the child s mother, she and the girl were sleeping in the hotel room when Holder rushed in and began the attack. Here s more on this story from KHOU.Featured image via video screen capture KHOU",News,"June 30, 2016"
(VIDEO) DESPERATION? CLINTON CAMPAIGN PANDERS TO RADICAL BLACK GROUPS," I come too faaaar    DOES THIS PANDER COME WITH A FAKE BLACK ACCENT? Over the weekend, Clinton s black outreach director, LaDavia Drane, attended the Movement for Black Lives convention in Cleveland. That visit marked the campaign s first outreach to the movement, which has seen even wider press coverage in the past week after activists disrupted a presidential forum at Netroots Nation.Do we really want another president who listens to people like Al Sharpton?That protest has been fresh in the minds of presidential campaigns and many of the at least 1,300 attendees   according to organizers   at the weekend s convention.A Clinton campaign official on Saturday confirmed to BuzzFeed News that Drane  had one-on-one meetings and group listening sessions to engage stakeholders including ministers, community organizers, elected officials, and other individuals in Cleveland for the Movement for Black Lives.  An Ohio native, Drane engaged people inside the movement and listened to a range of suggestions related to Clinton s outreach, as well as policy recommendations, the official said. We will continue to engage a wide array of stakeholders, including members of the black lives matter movement, when crafting policy on important issues like reforming our criminal justice system,  the official said. READ MORE: BUZZFEED",politics,"Jul 27, 2015"
"#LockHimUp Former Oversight Chair Jason Chaffetz: If Comey’s Leaked Memos Contained Classified Information, He Should Have Handcuffs On And Go To Jail","President Donald Trump targeted former FBI Director James Comey Monday for allegedly including classified information in personal memos describing his conversations with the president.James Comey leaked CLASSIFIED INFORMATION to the media. That is so illegal!  Donald J. Trump (@realDonaldTrump) July 10, 2017Comey s removal of classified information from his office could put him in breach of FBI protocols that clearly state FBI agents  will not reveal, by any means, any information or material from or related to FBI files or any other information acquired by virtue of my official employment to any unauthorized recipient without prior official written authorization by the FBI. Comey admitted he took his personal memos with him after being fired in testimony before Congress on June 8 and directed a friend of his to leak some of its contents to a New York Times reporter to rebuff some of Trump s claims.  The Daily CallerThe former congressman from Utah, Jason Chaffetz, recently left the Washington DC cesspool and is now employed by FOX New. Chaffetz appeared on FOX and Friends this morning where he addressed the new Comey issue.Former Oversight Chair Jason Chaffetz recounted a discussion he had with FBI Director James Comey on the phone. Comey is usually a  jovial, open person on the phone , but when Jason Chaffetz brought up the memos he got very silent.Chaffetz then made a surprising statement to the Fox and Friends hosts:  If Comey s Leaked Memos Contained Classified Information, He Should Have Handcuffs On And Go To JailChaffetz recounts a discussion he had with former FBI director, James Comey, on the phone. ""You cannot take classified information & release it, if you do you should have handcuffs on you & go to jail.""-Chaffetz on James Comey pic.twitter.com/gQdSBQGwaK  Corryn   (@Corrynmb) July 10, 2017",politics,"Jul 10, 2017"
BARACK OBAMA GOES THERE…Compares President Trump To Hitler In Front Of Chicago Audience,"Crains Chicago Business   American democracy is fragile, and unless care is taken it could follow the path of Nazi Germany in the 1930s.Mixed in with many softer comments, that was the somewhat jaw-dropping bottom line of Barack Obama last night as, in a Q&A session before the Economic Club of Chicago, the Chicagoan who used to be president dropped a bit of red meat to a hometown crowd that likely is a lot closer to him than the man whose name never was mentioned: President Donald Trump.Obama s comments came after a series of playful questions from moderator and Ariel Investments President Mellody Hobson in the great Batman vs. Superman debate, for instance, we learned Obama sides with Batman before she eventually asked him what he s learned as a world citizen of sorts.One thing he s learned is that  things don t happen internationally if we don t put our shoulder to the wheel,  Obama said, speaking of the U.S.  No other country has the experience and bandwith and ideals. . . .If the U.S. doesn t do it, it s not going to happen. Obama gave one specific example, but it was a solid one: Ebola. To fight the virus the U.S. did everything from build an airport tarmac in Africa to send in medical teams and ferry medicos from other countries.  We probably saved a million lives by doing that,  he said.At least indirectly, those comments could be seen as criticism of Trump, whose foreign policy focuses on an  America first  paradigm that critics say distracts from this country s unique role.Obama moved from that to talking about a nativist mistrust and unease that has swept around the world. He argued that such things as the speed of technical change and the uneven impact of globalization have come too quickly to be absorbed in many cultures, bringing strange new things and people to areas in which  people didn t (used to) challenge your assumptions.  As a result,  nothing feels solid,  he said.  Sadly, there s something in us that looks for simple answers when we re agitated. Still, the U.S. has survived tough times before and will again, he noted, particularly mentioning the days of communist fighter Joseph McCarthy and former President Richard Nixon. But one reason the country survived is because it had a free press to ask questions, Obama added. Though he has problems with the media just like Trump has had,  what I understood was the principle that the free press was vital. The danger is  grow(ing) complacent,  Obama said.  We have to tend to this garden of democracy or else things could fall apart quickly. That s what happened in Germany in the 1930s which, despite the democracy of the Weimar Republic and centuries of high-level cultural and scientific achievements, Adolph Hitler rose to dominate, Obama noted.  Sixty million people died. . . .So, you ve got to pay attention. And vote. ",politics,"Dec 6, 2017"
GERMANY: Afghan “Teen” Refugee Who RAPED and KILLED Female Med Student and Refugee Volunteer Is Actually 33-Years Old…And There’s MORE!,"On September 5, 2017, the Daily Mail reported:Afghan asylum seeker accused of raping and murdering EU official s teenage daughter  attacked her to satisfy his sexual urges before leaving her unconscious in a river to drown Hussein Khavari, 22, who claims to be from Afghanistan has been accused of ambushing Maria Ladenburger, 19, as she cycled home after a party, raping her and then drowning her in Freiburg, Germany last October.He was linked through his DNA to medical student Maria, who volunteered at various shelters that house migrants in her spare time in Freiburg.Hussein claimed to be Afghani but the court heard that there is evidence he is Iraqi. And his claim to be 17 at the time of the offense was disputed by a specialist saying he was at least 22. According to Bild newspaper, during a morning session of hearings in which press and public were excluded, he claimed to be 19.He said he claimed to be 16 upon his arrival in Germany in 2015  because the situation is better here for underage migrants.  The court must decide if he is to be tried as a juvenile or an adult.A murder conviction as a juvenile would mean a maximum ten-year jail term, as an adult a possible life sentence.As it turns out, the fake  teenager  who admitted to raping and murdering the actual teenager, is pretty far removed from his teenage years. According to the Voice of Europe,  the Afghan refugee, who is now on trial for the rape and murder of the medical student Maria Ladenburger in October 2016, is older than previously thought.Hussein Khavari entered Germany in November 2015 without identity papers. He told authorities that he was born in 1999 in Afghanistan and that his father was killed during the war.But it now appears that his father is still alive. According to German media source, Bil.de, his father said his son was born in 1984 and that he is 33-years-old.The Local Germany says about it:  Prosecutors were able to track down Hussein K. s father when they came across a contact on his mobile phone. The defendant told them that they could contact his mother on the number. But when an interpreter called the number in the presence of two judges, the person who picked up was his father .Maria Ladenburger s father is a senior legal adviser to the European Commission in Brussels. Maria herself was volunteering as a refugee worker in various shelters and asylum homes. ",politics,"Dec 9, 2017"
 Donald Trump Thanks The ‘Poorly Educated’ For Handing Him Victory In Nevada (VIDEO),"Donald Trump moved ever closer to securing the Republican nomination for President of the United States this week with victory in the Nevada caucus.There s no way around it   Trump thrashed his opponents in Nevada. He won a massive 45.9% of the vote, knocking Marco Rubio into 2nd place with just 23.9%, and Cruz in 3rd on 21.4%. It appears that the Trump campaign is unassailable at this point, although a week is a long time in U.S. politics.Graphic via GuardianPerhaps the darkest moment of the night was when Trump actually said these words in his victory speech: We won with poorly educated! I love the poorly educated! There were whopping cheers and applause for this comment. Which seemingly bore zero irony. He continued: We re the smartest people. We re the most loyal people. First things first: Donald Trump is not poorly educated. He attended the Kew Forest School until 8th grade before spending the rest of his schooling in the New York Military Academy. He later won a bachelors degree in Economic from the Wharton School of Business at the University of Pennsylvania. So, another total lie from this candidate.One reason  poorly educated  might appeal to Trump though, is that part of the education process is to give a person the tools to think critically about an issue, and to fact-check arguments. It is not to say you cannot have these skills without a decent high school education, but it s an uphill struggle. It s not impossible to save a person having a heart attack without having had medical training, but you d put your money on the doctor every time.So, now wonder Trump would like to keep America under-educated.According to leading fact-checking site Politifact, just 1% of claims made by Donald Trump are true. One percent! Meanwhile, 3 out of every 5 statements he makes are absolute lies. Let s take a look back at some of those lies:They just keep on coming.And on the matter of faith, Donald Trump is now claiming to be some sort of born again evangelical. Yet, Trump has been married three times, pokes fun of Holy Communion as eating  the little cracker , claims he has never asked God to forgive his sins in his life, and could not name a single passage of the Bible when pressed for his favorite piece of scripture.Trump is about as devout a Christian as Bill Nye.And yet, he is winning evangelical support in droves. Why? Because the evangelical, Christian Conservative movement has zero to do with faith in God, and everything to do with a fanatical conviction in right-wing principles of crony capitalism, white supremacy, homophobia and sexism.If this was not the case, Trump would be the LAST candidate that appealed to Evangelicals. To any right-thinking Christian, he is the 21st century incarnation of the Whore of Babylon.But Trump gets a pass for all of this, because under-educated people are having their ignorance exploited, and bigoted people are having their bellies tickled. This resurgent right is euphoric that it s candidate can say things on national television that have been outlawed in workplaces and public spaces for decades. They are thrilled that hate has been made mainstream by their candidate, and they are going to come out in their droves to support him.This means that voting in this year s election will be the most important ballots cast on American soil in a very long time. The reproductive rights of women, the rights of LGBT Americans, the rights of non-Christians, the rights of victims of rape and sexual assault, the rights of victims of gun crime, the rights of non-white Americans   they are all on the chopping block in this election.  Every American with a conscience and a sense of decency has the absolute duty to make a stand against this sh*tstorm of stupidity, bigotry and ignorance.  Featured Image via Screengrab",News,"February 24, 2016"
INSIDE TRUMP’S CHARITY BALL Tonight At Beautiful Mar-A-Lago…Protests Outside [Video],"Trump on immigration appeal:  We ll win. For the safety of the country we ll win.  pic.twitter.com/ffOPCgtPBv  Jennifer Epstein (@jeneps) February 5, 2017One lucky guest got a photo with the President and First Lady:The lavish ballroom decorated for tonight:Poolside tonight:The gala has a history at Mar-a-Lago: The estate s first owner, Marjorie Meriweather Post, hosted the first Red Cross Ball there in 1957:Since then, it has been held at Mar-a-Lago and The Breakers, with Trump playing host several times throughout the years.As those attending the ball arrived Saturday night, anti-Trump protesters were gathered outside the club, positioned along Southern Boulevard and held behind a temporary barrier by Palm Beach police and Palm Beach County sheriff s deputies.Read more: Palm Beach Post",politics,"Feb 4, 2017"
"BLACK TV HOST HAMMERS RACIST MOOCH: ‘The only hope you have Michelle Obama, is that everybody will be as miserable as you”","SPOT ON RACHEL ZONATION The Obamas pride themselves on being staples in the black community who can do no wrong in the eyes of African Americans. Unfortunately for them, however, more and more black people are turning on the Obamas and seeing them for what they really are.After seeing Michelle Obama s graduation speech at the predominantly black Tuskegee University, TV show host Alfonso Rachel knew that he could stay silent no longer. He took to his internet talk show to slam the first lady in a video that has gotten over 25,000 views in just 3 days.Here s an excerpt of what he said: If knowledge is power and you are graduating with the power of knowledge then how are you going to tolerate this agitator coming in to convince you, that you re a victim, despite the power you re graduating with. You are the first freaking lady of the United States and you re still a spoiled butt-hurt victim, whining about unfairness. You re not interested in representing the United States, you re not interested in representing ALL the people, your interest is in representing the black community and as the first lady you have represented us as bitter and spoiled. The only hope that people like you have, Michelle Obama is that people will be as miserable as you. Via: MrConservative.com",left-news,"May 21, 2015"
OBAMA DOUBLES DOWN On The Threat Of Climate Change vs. Terrorism [Video],The political ideology is shocking! A Very stubborn Obama just keeps spewing the same talking points and refuses to back down on his outrageous claims on climate change: *Quick Note: Notice how the ladies totally editorialize at the end of the video like good little Alinskyites. ,politics,"Dec 4, 2015"
HILLARY CHEATED! Who Really Fed Hillary The Answers To Her Questions At Veteran’s Forum?,"She never does things the way the rest of us do. She s always got an angle she s always got a way around doing things the way the  everyday people  she claims she represents do them. How can any female  say that lying, cheating and conniving Hillary is a  role model  for woman with a straight face? Crooked  Hillary Clinton wore an ear piece in last night s Commander in Chief Forum hosted by NBC and MSNBC. This was the first event where both Donald Trump and Hillary Clinton were invited to attend together. Each candidate received a short period with host Matt Lauer. It was expected that both candidates would provide unaided answers to the questions asked but it appears Hillary did not.Donald Trump tweeted after the event his disdain for candidate Clinton using the ear piece which provided her a boost in answering questions. Trump tweeted  We can t let Hillary get away with wearing an ear piece during tonight s Veteran Forum .https://twitter.com/P0TUSTrump/status/773724216247984129Trump s not the only one who noticed:My article is the top fat link on Drudge. Nice. https://t.co/mw4f4s1xot pic.twitter.com/jiamqzVV33  Paul Joseph Watson (@PrisonPlanet) September 8, 2016Others noted her cheating ways as well accusing Hillary of eye movements and gaps between speech that showed she was listening and not thinking  My article is the top fat link on Drudge. Nice. https://t.co/mw4f4s1xot pic.twitter.com/jiamqzVV33  Paul Joseph Watson (@PrisonPlanet) September 8, 2016https://twitter.com/AltStreamMedia/status/773732560824180736bocavista2016: RT BlkMan4Trump: #NBCNewsForum I think we all know who was on the other end of #HillarysEarPiece pic.twitter.com/XqjIbMd5It #N  TrumpIsBlackLikeMe (@BlackManTrump) September 8, 2016Actor James Woods asks reminds us of Wikileaks email from Huma to Hillary regarding her  earpiece :pic.twitter.com/T3gpMPelJl  James Woods (@RealJamesWoods) September 8, 2016Cheating like this is not totally unexpected. President Obama was accused of doing the same thing in the debates in 2012 with candidate Romney and some have warned that this may happen again a few weeks ago. The picture of the wireless earpiece above is similar to one Obama may have used during those debates. As noted by thetruthdivision.com if you go back and watch the second and third debates in 2012, examine Obama s mannerism and head movements while he was watching Mitt Romney speak.Via: The Truth Division  h/t GP ",politics,"Sep 8, 2016"
 This Is What REAL Christians Do When Their Priest Preaches To Ban Abortion (VIDEO),"The members of a Roman Catholic church in Poland have demonstrated to the world how compassionate Christians can shut down priest when they preach politics, not religion, from the pulpit.The women were at a Roman Catholic church in Gdansk, which is spearheading the outlawing of abortion in the Eastern European country. The Priest began reading a letter to the congregation in favor of the ban, which triggered a large number of mostly female worshippers to stand, turn their back on the Priest, and leave the church.As The Journal reports:The message from Poland s Catholic bishops, presented at churches nationwide, called on lawmakers to back the proposal being considered by Poland s right-wing government.The move would tighten what are already some of Europe s most restrictive laws on pregnancy termination. Current legislation, dating from 1993, already bans all terminations except when pregnancy results from rape or incest, poses a health risk to the mother, or if the foetus is severely deformed.Pro-life activists support even tougher legislation but the move has sparked a backlash and thousands of marchers took part in a protest outside the country s parliament in Warsaw yesterday, as well as in several other cities.The move is in sharp contrast to Christian conservatives in the United States, who are actually rallying behind candidates and religious leaders who wear their prejudice and intolerance on their sleeve. Even Pope Francis is being pilloried by the Christian Right in America for his refusal to hate and preach against Muslims.In fact, there is not a candidate left in the GOP race for president who believes in a woman s reproductive rights over her own body. Donald Trump believes women should be  punished for having abortions. Ted Cruz would outlaw abortion, with  no exceptions    even in cases of incest or rape. Even the candidate who is selling himself as the moderate, John Kasich, also calls for a total ban on abortion. There is no pro-choice version of the Republican message anymore.In economic policy, the ultra-right of the conservative movement has killed off the Eisenhower Republicans   the GOP lawmakers and voters who believed in investment, taxation and welfare as the pillars which support free enterprise and a stable, prosperous society. At the same time, the evangelists have killed any hope of social liberalism in the party.What s left behind is a cold, cruel, and crazy mob, who simply do not care about facts, evidence or rational discussion. They are zealots. Let us hope that for the sake of the Republican Party, and the country, that a complete slaughtering in election 2016 brings everyone back to their senses. https://www.facebook.com/Channel4News/videos/10153656792786939/?__mref=message_bubbleFeatured Image via Screengrab",News,"April 5, 2016"
DEMOCRATS ARE AFRAID That Trump Will Beat Hillary…And Here’s The Proof [VIDEO],"Don t let Hillary s cheerleaders in the mainstream media convince you that she can beat Trump. Trump has proven himself to be a formidable opponent and don t forget that Hillary was beaten by an amateur Jr. Senator in 2008. I ve consistently said throughout the analysis of this race that I would not want to run against Donald Trump because I think he s the most dangerous candidate. Give me Ted Cruz, give me John Kasich, give me any of the vanquished they re traditional politicians, easy to beat. And, Ted Cruz, in particular, way outside the mainstream,  she said. Donald Trump, when you look from what he said the other day about the gender bill and using the bathrooms, it proves that point because he knows how to appeal to not only Libertarians but to Independents who support that, too.   So he will be a very, very tough candidate to face in a general election. I think it will be one of the closest elections we see since 2000. https://youtu.be/ZqtKc1aPiA4",left-news,"Apr 25, 2016"
" NBA Kowtows To Racists, Orders Players To Stand For Anthem","For the last two weeks, Donald Trump has been stoking the fires of racial division in America by viciously attacking NFL stars who have decided to take a knee during the national anthem to protest police brutality against black and brown people. Of course, all of that escalated when Golden State Warriors Guard Stephen Curry   possibly the most popular player in the NBA right now   said he didn t want to go to the White House to see Trump. Of course, Trump took personal offense at that, and one of the other big stars in the NBA, LeBron James of the Cleveland Cavaliers, called Trump a  bum  on Twitter.U bum @StephenCurry30 already said he ain't going! So therefore ain't no invite. Going to White House was a great honor until you showed up!  LeBron James (@KingJames) September 23, 2017Now, it seems that the NBA has decided to, instead of giving their players the freedom to express their First Amendment rights, give in to the racists of the nation, and to Trump s petty, petulant, racist bullying by requiring that all players stand for the anthem. NBA Commissioner Adam Silver sent around a memo that said that all players are expected to stand. Deputy Commissioner Mark Tatum says that the pre-game moments should be utilized  to demonstrate your commitment to the NBA s core values of equality, diversity, inclusion and serve as a unifying force in the community. This is disgraceful. The NBA is 82% black men. It is their lives on the line, and the lives of others like them, in this racist society. They have every right to protest peacefully. Sure, stand. Don t f*ck up your basketball career over Trump s controversies. But do it with a Black Power fist in the air.Featured image via Ezra Shaw/Getty Images",News,"October 1, 2017"
 Columbine Shooter Dylan Klebold’s Mother Breaks Silence In Riveting New Interview (VIDEOS),"Columbine was the original school shooting. Sure, there had been others, but that was the one that got the world s attention. It was the horror that was to become all too common in America s high schools and colleges. On that fateful day   April 20, 1999   the nation was rocked when 17-year old Dylan Klebold and 18-year-old Eric Harris went to their own high school and opened fire. They wounded 24 victims and killed 13 more. The truly horrific part of all of this is the fact that it could have been much worse   because, even more than a school shooting, Columbine was a failed bombing. Klebold and Harris had brought several homemade propane bombs with them in their efforts to make sure their attack on their school reached maximum effect   but the bombs failed to detonate.In the past, the parents of these infamous school shooters have refused to talk to the press on television. However, that all changed when Sue Klebold, Dylan Klebold s mother, decided to break her silence and sit down for an intimate interview with Diane Sawyer   her first television appearance ever regarding her son s devastating crimes.Mrs. Klebold talked about the guilt she has lived with over what her son did, and about the many things that she missed that, in hindsight, may have prevented this travesty, saying: I had all those illusions that everything was OK because, and more than anything else, because my love for him was so strong. Klebold then acknowledges that she understands why some parents blame her, why they believe that she and her husband should have seen that something was not right with their son long before he took it upon himself to commit any such atrocity. Before Columbine happened I would have been one of those parents. If I had recognized that Dylan was experiencing some real mental distress, he would not have been there. He would ve gotten help. I don t ever, for a moment, mean to imply that I m not conscious of the fact that he was a killer, because I am. Klebold hopes to help parents who might be unknowingly missing the signs that they might be raising killers by speaking out, both in this interview, and the book she has written, entitled A Mother s Reckoning, which will come out next week. Klebold says what we all know: that hindsight is always 20/20. I wish I had known then what I know now: that it was possible for everything to seem fine with him when it was not, and that behaviors I mistook as normal for a moody teenager were actually subtle signs of psychological deterioration. Perhaps the most powerful lesson comes from an essay Sue Klebold wrote for O Magazine, which is that you try to protect your kids from outside dangers, and can often fail to recognize the internal ones. She says in the essay:  I taught him how to protect himself from a host of dangers: lightning, snake bites, head injuries, skin cancer, smoking, drinking, sexually transmitted diseases, drug addiction, reckless driving, even carbon monoxide poisoning. It never occurred to me that the gravest danger   to him and, as it turned out, to so many others   might come from within. Most of us do not see suicidal thinking as the health threat that it is. We are not trained to identify it in others, to help others appropriately, or to respond in a healthy way if we have these feelings ourselves. Hopefully, this brave mother accomplishes her goal of saving lives through telling her own story, and hopefully she can one day find some kind of peace with what her son did.You can watch Sue Klebold tell her story in the clips below, courtesy of ABC News: ABC Breaking News | Latest News Videos ABC Breaking News | Latest News Videos ABC Breaking News | Latest News Videos ABC Breaking News | Latest News VideosFeatured image from video screen capture via ABC News",News,"February 13, 2016"
ILLEGALS BEFORE AMERICAN CITIZENS: ACLU Sues 3 Missouri Colleges For Refusing Tuition Benefits To Illegal Aliens,"Obama s fundamental transformation of America s education system The American Civil Liberties Union is suing three public colleges in Missouri for denying in-state tuition to illegal immigrants, claiming that the law the schools are following is invalid.The Missouri chapter of the ACLU announced in a press release Tuesday that it has filed lawsuits against the University of Missouri, St. Louis Community College, and the Metropolitan Community College in Kansas City on behalf of three students who recently experienced tuition increases that the organization considers illegal.All three students are enrolled in the Deferred Action for Childhood Arrivals (DACA) program, which grants immunity from deportation to individuals who arrived in the country illegally before the age of 16, but does not confer actual citizenship.The tuition hikes came after the state passed a bill this summer, HB 3, stating that  no funds shall be expended at public institutions of higher education that offer a tuition rate to any student with an unlawful immigration status in the United States that is less than the tuition rate charged to international students. Missouri law already prohibited public colleges and universities from providing institutional financial aid to students who are  unlawfully present in the United States,  but The St. Louis Post-Dispatch reports that some lawmakers had become concerned that the language would not apply to DACA students, prompting them to propose the new wording in an effort to clarify the law s meaning.Despite the misgivings of some administrators, the state s colleges dutifully complied, sending letters to affected students in July informing them of the mandated tuition increases even as some schools sought to offset the hikes with other forms of financial aid funded by private donations, which the law allows.Democratic Gov. Jay Nixon, however, offered a conflicting interpretation of the bill upon signing it into law, arguing that the language in question is not legally binding because it occurs in the preamble of the bill, rather than in the body. The Governor has been quite clear in order to change the law, you have to pass legislation,  press secretary Scott Holste told St. Louis Public Radio.  The language in the enacting clause of House Bill 3 or in the enacting clause of any other bill is not legally binding nor is it enforceable.  Via: Campus Reform",left-news,"Oct 19, 2015"
